PERMNO,date,PRC,SHROUT
18411,20130628,44.13000,870391
18411,20130731,44.84000,870391
18411,20130830,41.62000,873903
18411,20130930,41.18000,873903
18411,20131031,40.91000,882000
18411,20131129,40.63000,881741
18411,20131231,41.11000,881741
18411,20140131,41.24000,888000
18411,20140228,42.35000,887941
18411,20140331,43.94000,887941
18411,20140430,45.83000,891481
18411,20140530,43.78000,890811
18411,20140630,45.38000,890811
18411,20140731,43.29000,896000
18411,20140829,44.40000,895697
18411,20140930,43.65000,895697
18411,20141031,46.36000,895697
18411,20141128,47.43000,899813
18411,20141231,49.11000,899813
18411,20150130,50.72000,899813
18411,20150227,45.79000,899813
18411,20150331,44.28000,909878
18411,20150430,44.30000,908000
18411,20150529,43.69000,908261
18411,20150630,41.90000,908261
18411,20150731,44.73000,908261
18411,20150831,43.41000,908261
18411,20150930,44.70000,908261
18411,20151030,45.10000,910000
18411,20151130,44.54000,908939
18411,20151231,46.79000,908939
18411,20160129,48.92000,908939
18411,20160229,48.18000,912847
18411,20160331,51.73000,912847
18411,20160429,50.10000,918000
18411,20160531,49.44000,938552
18411,20160630,53.63000,938552
18411,20160729,53.50000,942000
18411,20160831,51.33000,978706
18411,20160930,51.30000,978706
18411,20161031,51.57000,978706
18411,20161130,46.82000,980798
18411,20161230,49.19000,980798
18411,20170131,49.43000,980798
18411,20170228,50.82000,991051
18411,20170331,49.78000,991880
18411,20170428,49.80000,995225
18411,20170531,50.61000,994599
18411,20170630,47.88000,994599
18411,20170731,47.93000,999474
18411,20170831,48.26000,999474
18411,20170929,49.14000,999474
18411,20171031,52.20000,999474
18411,20171130,51.20000,1003628
18411,20171229,48.09000,1003628
18411,20180131,45.11000,1003628
18411,20180228,43.06000,1008159
18411,20180329,44.66000,1008159
18411,20180430,46.12000,1012548
18411,20180531,44.90000,1011625
18411,20180629,46.31000,1011625
18411,20180731,48.60000,1011625
18411,20180831,43.78000,1014136
18411,20180928,43.60000,1014136
18411,20181031,45.03000,1014136
18411,20181130,47.33000,1028889
18411,20181231,43.92000,1028889
19561,19990129,34.68750,999134
19561,19990226,35.62500,999134
19561,19990331,34.00000,937962
19561,19990430,40.62500,937962
19561,19990528,42.06250,974071
19561,19990630,44.00000,974071
19561,19990730,45.37500,974071
19561,19990831,45.31250,960438
19561,19990930,42.62500,960438
19561,19991029,46.06250,960438
19561,19991130,40.62500,934540
19561,19991231,41.43750,934540
19561,20000131,44.50000,934540
19561,20000229,36.93750,934540
19561,20000331,37.81250,868718
19561,20000428,39.68750,867580
19561,20000531,39.06250,907148
19561,20000630,41.81250,907148
19561,20000731,49.00000,907148
19561,20000831,53.62500,897266
19561,20000929,63.00000,897266
19561,20001031,67.81250,897266
19561,20001130,69.06250,888449
19561,20001229,66.00000,888449
19561,20010131,58.50000,888449
19561,20010228,62.20000,888449
19561,20010330,55.71000,874064
19561,20010430,61.80000,874064
19561,20010531,62.89000,872379
19561,20010629,55.60000,872379
19561,20010731,58.53000,872379
19561,20010831,51.20000,806094
19561,20010928,33.50000,806094
19561,20011031,32.60000,806094
19561,20011130,35.10000,806094
19561,20011231,38.78000,797972
19561,20020131,40.95000,797972
19561,20020228,45.96000,797972
19561,20020328,48.25000,798294
19561,20020430,44.60000,798294
19561,20020531,42.65000,799017
19561,20020628,45.00000,799017
19561,20020731,41.52000,799017
19561,20020830,37.07000,799277
19561,20020930,34.13000,799277
19561,20021031,29.75000,799277
19561,20021129,34.05000,799341
19561,20021231,32.99000,799341
19561,20030131,31.59000,799341
19561,20030228,27.56000,799978
19561,20030331,25.06000,800040
19561,20030430,27.28000,800040
19561,20030530,30.67000,800139
19561,20030630,34.32000,800139
19561,20030731,33.12000,800139
19561,20030829,37.39000,800163
19561,20030930,34.33000,800163
19561,20031031,38.49000,800216
19561,20031128,38.39000,800216
19561,20031231,42.14000,800216
19561,20040130,41.75000,800216
19561,20040227,43.37000,800216
19561,20040331,41.07000,842990
19561,20040430,42.69000,843131
19561,20040528,45.80000,843131
19561,20040630,51.09000,843131
19561,20040730,50.75000,839434
19561,20040831,52.22000,839434
19561,20040930,51.62000,797434
19561,20041029,49.90000,839597
19561,20041130,53.57000,839597
19561,20041231,51.77000,839597
19561,20050131,50.60000,839597
19561,20050228,54.97000,832425
19561,20050331,58.46000,832425
19561,20050429,59.52000,826326
19561,20050531,63.90000,826326
19561,20050630,66.00000,826326
19561,20050729,66.01000,820601
19561,20050831,67.02000,820601
19561,20050930,67.95000,820601
19561,20051031,64.64000,807265
19561,20051130,68.19000,807265
19561,20051230,70.24000,807265
19561,20060131,68.31000,807265
19561,20060228,72.69000,800387
19561,20060331,77.93000,800958
19561,20060428,83.45000,799579
19561,20060531,83.25000,799579
19561,20060630,81.91000,799579
19561,20060731,77.42000,794909
19561,20060831,74.90000,794909
19561,20060929,78.85000,794909
19561,20061031,79.86000,790739
19561,20061130,88.53000,790739
19561,20061229,88.84000,790739
19561,20070131,89.56000,790739
19561,20070228,87.26000,789265
19561,20070330,88.91000,789112
19561,20070430,93.00000,787401
19561,20070531,100.59000,787401
19561,20070629,96.16000,787401
19561,20070731,103.43000,783712
19561,20070831,96.70000,783712
19561,20070928,104.99000,783712
19561,20071031,98.59000,775063
19561,20071130,92.54000,775063
19561,20071231,87.46000,775063
19561,20080131,83.18000,775063
19561,20080229,82.79000,764833
19561,20080331,74.37000,764833
19561,20080430,84.86000,751453
19561,20080530,82.77000,751453
19561,20080630,65.72000,751453
19561,20080731,61.11000,710245
19561,20080829,65.56000,710245
19561,20080930,57.35000,710245
19561,20081031,52.42000,704834
19561,20081128,42.63000,704834
19561,20081231,42.67000,704834
19561,20090130,42.31000,704834
19561,20090227,31.44000,698128
19561,20090331,35.58000,699793
19561,20090430,40.05000,697198
19561,20090529,44.85000,726198
19561,20090630,42.50000,726198
19561,20090731,42.91000,726432
19561,20090831,49.67000,726432
19561,20090930,54.15000,726432
19561,20091030,47.80000,726599
19561,20091130,52.41000,726599
19561,20091231,54.13000,726599
19561,20100129,60.60000,726599
19561,20100226,63.16000,756976
19561,20100331,72.61000,756976
19561,20100430,72.43000,759037
19561,20100528,64.18000,759037
19561,20100630,62.75000,759037
19561,20100730,68.14000,731681
19561,20100831,61.13000,731681
19561,20100930,66.54000,731681
19561,20101029,70.64000,733580
19561,20101130,63.77000,733580
19561,20101231,65.26000,733580
19561,20110131,69.48000,733580
19561,20110228,72.01000,736296
19561,20110331,73.93000,737072
19561,20110429,79.78000,738275
19561,20110531,78.03000,738275
19561,20110630,73.93000,738275
19561,20110729,70.47000,741092
19561,20110831,66.86000,741092
19561,20110930,60.51000,741092
19561,20111031,65.79000,743234
19561,20111130,68.69000,743234
19561,20111230,73.35000,743234
19561,20120131,74.18000,743234
19561,20120229,74.95000,745721
19561,20120330,74.37000,747834
19561,20120430,76.80000,749049
19561,20120531,69.61000,749049
19561,20120629,74.30000,749049
19561,20120731,73.91000,751798
19561,20120831,71.40000,751798
19561,20120928,69.59500,751798
19561,20121031,70.44000,754077
19561,20121130,74.28000,754077
19561,20121231,75.36000,754077
19561,20130131,73.87000,754077
19561,20130228,76.90000,756166
19561,20130328,85.85000,757310
19561,20130430,91.41000,758681
19561,20130531,99.02000,758681
19561,20130628,102.44000,758681
19561,20130731,105.10000,754444
19561,20130830,103.92000,754444
19561,20130930,117.50000,754444
19561,20131031,130.50000,751453
19561,20131129,134.25000,751453
19561,20131231,136.49001,751453
19561,20140131,125.26000,751453
19561,20140228,128.92000,743405
19561,20140331,125.49000,737077
19561,20140430,129.02000,729225
19561,20140530,135.25000,729225
19561,20140630,127.23000,729225
19561,20140731,120.48000,720613
19561,20140829,126.80000,720613
19561,20140930,127.38000,720613
19561,20141031,124.91000,712930
19561,20141128,134.36000,712930
19561,20141231,129.98000,712930
19561,20150130,145.37000,712930
19561,20150227,150.85001,704388
19561,20150331,150.08000,699842
19561,20150430,143.34000,691517
19561,20150529,140.52000,691517
19561,20150630,138.72000,691517
19561,20150731,144.17000,679495
19561,20150831,130.67999,679495
19561,20150930,130.95000,679495
19561,20151030,148.07001,669984
19561,20151130,145.45000,669984
19561,20151231,144.59000,669984
19561,20160129,120.13000,669984
19561,20160229,118.18000,662504
19561,20160331,126.94000,651056
19561,20160429,134.80000,637011
19561,20160531,126.15000,637011
19561,20160630,129.87000,637011
19561,20160729,133.66000,623826
19561,20160831,129.45000,623826
19561,20160930,131.74001,623826
19561,20161031,142.42999,617166
19561,20161130,150.56000,617166
19561,20161230,155.67999,617166
19561,20170131,163.42000,617166
19561,20170228,180.23000,612479
19561,20170331,176.86000,608085
19561,20170428,184.83000,603581
19561,20170531,187.63000,603581
19561,20170630,197.75000,603581
19561,20170731,242.46001,591083
19561,20170831,239.66000,591083
19561,20170929,254.21001,591083
19561,20171031,257.98001,595579
19561,20171130,276.79999,595579
19561,20171229,294.91000,595579
19561,20180131,354.37000,595579
19561,20180228,362.20999,588490
19561,20180329,327.88000,587224
19561,20180430,333.56000,582581
19561,20180531,352.16000,582581
19561,20180629,335.51001,582581
19561,20180731,356.29999,574508
19561,20180831,342.79001,574508
19561,20180928,371.89999,574508
19561,20181031,354.85999,567885
19561,20181130,346.76001,567885
19561,20181231,322.50000,567885
22111,19990129,85.12500,1344669
22111,19990226,85.37500,1344669
22111,19990331,93.50000,1345590
22111,19990430,97.50000,1345590
22111,19990528,92.62500,1345201
22111,19990630,98.00000,1345201
22111,19990730,91.06250,1345201
22111,19990831,102.25000,1344445
22111,19990930,91.87500,1344445
22111,19991029,104.75000,1389804
22111,19991130,103.75000,1389804
22111,19991231,93.25000,1390556
22111,20000131,86.06250,1390556
22111,20000229,72.00000,1391649
22111,20000331,70.25000,1389936
22111,20000428,82.50000,1389936
22111,20000531,89.50000,1390893
22111,20000630,101.87500,1390893
22111,20000731,93.06250,1390893
22111,20000831,91.93750,1390332
22111,20000929,93.93750,1390332
22111,20001031,92.12500,1390332
22111,20001130,100.00000,1390332
22111,20001229,105.06250,1390332
22111,20010131,93.13000,1390332
22111,20010228,97.33000,1390332
22111,20010330,87.47000,1397233
22111,20010430,96.48000,1398043
22111,20010531,96.95000,1396971
22111,20010629,50.00000,3028113
22111,20010731,54.10000,3028113
22111,20010831,52.71000,3042485
22111,20010928,55.40000,3042485
22111,20011031,57.91000,3042485
22111,20011130,58.25000,3067438
22111,20011231,59.10000,3067438
22111,20020131,57.51000,3067438
22111,20020228,60.90000,3067438
22111,20020328,64.95000,3047147
22111,20020430,63.86000,3047147
22111,20020531,61.35000,3011205
22111,20020628,52.26000,3011205
22111,20020731,53.00000,3011205
22111,20020830,54.31000,2975340
22111,20020930,54.08000,2975340
22111,20021031,58.75000,2975340
22111,20021129,57.02000,2970581
22111,20021231,53.71000,2970581
22111,20030131,53.61000,2970581
22111,20030228,52.45000,2970581
22111,20030331,57.87000,2969972
22111,20030430,56.36000,2969972
22111,20030530,54.35000,2968821
22111,20030630,51.70000,2968821
22111,20030731,51.79000,2968821
22111,20030829,49.58000,2968018
22111,20030930,49.52000,2968018
22111,20031031,50.33000,2968018
22111,20031128,49.30000,2968143
22111,20031231,51.66000,2968143
22111,20040130,53.42000,2968143
22111,20040227,53.91000,2968143
22111,20040331,50.72000,2967840
22111,20040430,54.03000,2967840
22111,20040528,55.71000,2968603
22111,20040630,55.70000,2968603
22111,20040730,55.27000,2968603
22111,20040831,58.10000,2968107
22111,20040930,56.33000,2968107
22111,20041029,58.38000,2968107
22111,20041130,60.32000,2967726
22111,20041231,63.42000,2967726
22111,20050131,64.70000,2967726
22111,20050228,65.60000,2967726
22111,20050331,67.16000,2973666
22111,20050429,68.63000,2973666
22111,20050531,67.10000,2973545
22111,20050630,65.00000,2973545
22111,20050729,63.96000,2973545
22111,20050831,63.39000,2974694
22111,20050930,63.28000,2974694
22111,20051031,62.62000,2974694
22111,20051130,61.75000,3119843
22111,20051230,60.10000,3119843
22111,20060131,57.54000,3119843
22111,20060228,57.65000,3119843
22111,20060331,59.22000,2976069
22111,20060428,58.61000,2976069
22111,20060531,60.22000,2961026
22111,20060630,59.92000,2961026
22111,20060731,62.55000,2961026
22111,20060831,64.66000,2925022
22111,20060929,64.94000,2925022
22111,20061031,67.40000,2925022
22111,20061130,65.91000,2899355
22111,20061229,66.02000,2899355
22111,20070131,66.80000,2899355
22111,20070228,62.93000,2894083
22111,20070330,60.26000,2894965
22111,20070430,64.22000,2894965
22111,20070531,63.27000,2896558
22111,20070629,61.62000,2896558
22111,20070731,60.50000,2896558
22111,20070831,61.79000,2894509
22111,20070928,65.70000,2894509
22111,20071031,65.17000,2894509
22111,20071130,67.74000,2861750
22111,20071231,66.70000,2861750
22111,20080131,63.14000,2861750
22111,20080229,61.96000,2832602
22111,20080331,64.87000,2829779
22111,20080430,67.09000,2829779
22111,20080530,66.74000,2818192
22111,20080630,64.34000,2818192
22111,20080731,68.47000,2818192
22111,20080829,70.43000,2794496
22111,20080930,69.28000,2794496
22111,20081031,61.34000,2794496
22111,20081128,58.58000,2774568
22111,20081231,59.83000,2774568
22111,20090130,57.69000,2774568
22111,20090227,50.00000,2765804
22111,20090331,52.60000,2767644
22111,20090430,52.36000,2767644
22111,20090529,55.16000,2755566
22111,20090630,56.80000,2755566
22111,20090731,60.89000,2755566
22111,20090831,60.44000,2755814
22111,20090930,60.89000,2755814
22111,20091030,59.05000,2755814
22111,20091130,62.84000,2759100
22111,20091231,64.41000,2759100
22111,20100129,62.86000,2759100
22111,20100226,63.00000,2759100
22111,20100331,65.20000,2756261
22111,20100430,64.30000,2756261
22111,20100528,58.30000,2758070
22111,20100630,59.06000,2758070
22111,20100730,58.09000,2758070
22111,20100831,57.02000,2754445
22111,20100930,61.96000,2754445
22111,20101029,63.74000,2754445
22111,20101130,61.55000,2746254
22111,20101231,61.85000,2746254
22111,20110131,59.77000,2746254
22111,20110228,61.44000,2735214
22111,20110331,59.25000,2740286
22111,20110429,65.72000,2740286
22111,20110531,67.29000,2741143
22111,20110630,66.52000,2741143
22111,20110729,64.79000,2741143
22111,20110831,65.80000,2740354
22111,20110930,63.69000,2740354
22111,20111031,64.39000,2740354
22111,20111130,64.72000,2730849
22111,20111230,65.58000,2730849
22111,20120131,65.91000,2730849
22111,20120229,65.08000,2745079
22111,20120330,65.96000,2745330
22111,20120430,65.10000,2745330
22111,20120531,62.43000,2746372
22111,20120629,67.56000,2746372
22111,20120731,69.22000,2950072
22111,20120831,67.43000,2757041
22111,20120928,68.91000,2757041
22111,20121031,70.82000,2757041
22111,20121130,69.73000,2771262
22111,20121231,70.10000,2771262
22111,20130131,73.92000,2771262
22111,20130228,76.11000,2795319
22111,20130328,81.53000,2797036
22111,20130430,85.23000,2797036
22111,20130531,84.18000,2808887
22111,20130628,85.86000,2808887
22111,20130731,93.50000,2808887
22111,20130830,86.41000,2818074
22111,20130930,86.69000,2818074
22111,20131031,92.61000,2818074
22111,20131129,94.66000,2821438
22111,20131231,91.59000,2821438
22111,20140131,88.47000,2821438
22111,20140228,92.12000,2828902
22111,20140331,98.23000,2828324
22111,20140430,101.29000,2828324
22111,20140530,101.46000,2829100
22111,20140630,104.62000,2829100
22111,20140731,100.09000,2822600
22111,20140829,103.73000,2820287
22111,20140930,106.59000,2820287
22111,20141031,107.78000,2799110
22111,20141128,108.25000,2799110
22111,20141231,104.57000,2799110
22111,20150130,100.14000,2799110
22111,20150227,102.51000,2780489
22111,20150331,100.60000,2780560
22111,20150430,99.20000,2780560
22111,20150529,100.14000,2773045
22111,20150630,97.46000,2773045
22111,20150731,100.21000,2769106
22111,20150831,93.98000,2769106
22111,20150930,93.35000,2769106
22111,20151030,101.03000,2766944
22111,20151130,101.24000,2766944
22111,20151231,102.72000,2766944
22111,20160129,104.44000,2766944
22111,20160229,105.21000,2759359
22111,20160331,108.20000,2758344
22111,20160429,112.08000,2758344
22111,20160531,112.69000,2750644
22111,20160630,121.30000,2750644
22111,20160729,125.23000,2750644
22111,20160831,119.34000,2735877
22111,20160930,118.13000,2735877
22111,20161031,115.99000,2735877
22111,20161130,111.30000,2720532
22111,20161230,115.21000,2720532
22111,20170131,113.25000,2720532
22111,20170228,122.21000,2713347
22111,20170331,124.55000,2710892
22111,20170428,123.47000,2710892
22111,20170531,128.25000,2693833
22111,20170630,132.28999,2693833
22111,20170731,132.72000,2684000
22111,20170831,132.37000,2684000
22111,20170929,130.00999,2684000
22111,20171031,139.41000,2684000
22111,20171130,139.33000,2686520
22111,20171229,139.72000,2686520
22111,20180131,138.19000,2686520
22111,20180228,129.88000,2682902
22111,20180329,128.14999,2682640
22111,20180430,126.49000,2682640
22111,20180531,119.62000,2682150
22111,20180629,121.34000,2682150
22111,20180731,132.52000,2682150
22111,20180831,134.69000,2682756
22111,20180928,138.17000,2682756
22111,20181031,139.99001,2681978
22111,20181130,146.89999,2681978
22111,20181231,129.05000,2681978
56573,19990129,60.31250,250064
56573,19990226,68.75000,250064
56573,19990331,61.87500,250064
56573,19990430,77.00000,250307
56573,19990528,76.75000,250467
56573,19990630,81.75000,250467
56573,19990730,74.31250,250467
56573,19990831,77.93750,250603
56573,19990930,74.56250,250603
56573,19991029,73.43750,250603
56573,19991130,64.75000,300112
56573,19991231,67.56250,300112
56573,20000131,58.50000,300112
56573,20000229,51.68750,300112
56573,20000331,55.25000,300112
56573,20000428,64.06250,300679
56573,20000531,58.06250,301537
56573,20000630,57.00000,301695
56573,20000731,57.25000,301695
56573,20000831,56.06250,301835
56573,20000929,55.87500,301835
56573,20001031,55.56250,301835
56573,20001130,56.31250,301835
56573,20001229,59.56250,301835
56573,20010131,65.50000,301835
56573,20010228,60.55000,301835
56573,20010330,56.84000,303653
56573,20010430,63.38000,303653
56573,20010531,68.46000,303956
56573,20010629,63.30000,303956
56573,20010731,63.00000,303956
56573,20010831,62.51000,304515
56573,20010928,54.11000,304515
56573,20011031,57.20000,304515
56573,20011130,61.35000,304678
56573,20011231,67.72000,304678
56573,20020131,71.38000,304678
56573,20020228,73.56000,304678
56573,20020328,72.35000,305895
56573,20020430,72.10000,305895
56573,20020531,71.03000,306147
56573,20020628,68.30000,306147
56573,20020731,65.99000,306147
56573,20020830,68.52000,306393
56573,20020930,58.33000,306393
56573,20021031,61.40000,306393
56573,20021129,67.99000,306434
56573,20021231,64.86000,306434
56573,20030131,60.82000,306434
56573,20030228,59.57000,306434
56573,20030331,58.15000,307427
56573,20030430,63.98000,307427
56573,20030530,62.05000,307561
56573,20030630,65.85000,307561
56573,20030731,69.65000,307561
56573,20030829,72.29000,307862
56573,20030930,66.26000,307862
56573,20031031,73.55000,308122
56573,20031128,78.10000,308122
56573,20031231,83.91000,308122
56573,20040130,78.10000,308122
56573,20040227,79.52000,308122
56573,20040331,79.23000,309477
56573,20040430,86.21000,309477
56573,20040528,89.88000,309752
56573,20040630,95.89000,309752
56573,20040730,90.52000,309752
56573,20040831,91.29000,302261
56573,20040930,93.17000,302261
56573,20041029,92.28000,302261
56573,20041130,94.23000,295690
56573,20041231,92.68000,295690
56573,20050131,86.98000,295690
56573,20050228,89.75000,295690
56573,20050331,89.53000,291978
56573,20050429,83.82000,291978
56573,20050531,84.43000,290398
56573,20050630,79.68000,290398
56573,20050729,85.65000,290398
56573,20050831,84.28000,285973
56573,20050930,82.33000,285973
56573,20051031,84.76000,280503
56573,20051130,88.27000,280503
56573,20051230,87.99000,280503
56573,20060131,84.29000,280503
56573,20060228,85.84000,280919
56573,20060331,96.31000,282969
56573,20060428,102.70000,282969
56573,20060531,49.65000,567338
56573,20060630,47.50000,567338
56573,20060731,45.73000,567338
56573,20060831,43.90000,567887
56573,20060929,44.90000,567887
56573,20061031,47.93000,566878
56573,20061130,47.20000,566878
56573,20061229,46.19000,566878
56573,20070131,50.99000,566878
56573,20070228,51.64000,558823
56573,20070330,51.60000,559624
56573,20070430,51.31000,559624
56573,20070531,52.72000,556719
56573,20070629,54.19000,556719
56573,20070731,55.05000,556719
56573,20070831,58.17000,552035
56573,20070928,59.64000,552035
56573,20071031,57.26000,543955
56573,20071130,55.50000,543955
56573,20071231,53.54000,543955
56573,20080131,50.42000,543955
56573,20080229,49.07000,526913
56573,20080331,48.23000,524837
56573,20080430,52.29000,524837
56573,20080530,53.70000,522782
56573,20080630,47.51000,522782
56573,20080731,46.85000,519400
56573,20080829,49.61000,519368
56573,20080930,44.45000,519368
56573,20081031,33.39000,511200
56573,20081128,34.12000,511163
56573,20081231,35.05000,511163
56573,20090130,32.66000,499100
56573,20090227,27.80000,499100
56573,20090331,30.85000,499199
56573,20090430,32.80000,499300
56573,20090529,32.29000,499318
56573,20090630,37.34000,499318
56573,20090731,40.55000,499700
56573,20090831,41.82000,500145
56573,20090930,42.71000,500145
56573,20091030,45.92000,500145
56573,20091130,48.64000,500910
56573,20091231,47.99000,500910
56573,20100129,43.59000,500910
56573,20100226,45.52000,502408
56573,20100331,47.36000,502448
56573,20100430,51.10000,502448
56573,20100528,46.43000,502485
56573,20100630,41.28000,502485
56573,20100730,43.50000,503505
56573,20100831,41.26000,503511
56573,20100930,47.02000,503511
56573,20101029,45.68000,495931
56573,20101130,47.63000,495931
56573,20101231,53.40000,495931
56573,20110131,53.49000,495931
56573,20110228,54.10000,498419
56573,20110331,53.72000,498665
56573,20110429,58.41000,498665
56573,20110531,57.32000,500049
56573,20110630,56.49000,500049
56573,20110729,49.80000,500049
56573,20110831,46.54000,491415
56573,20110930,41.60000,491415
56573,20111031,48.63000,483193
56573,20111130,45.44000,483193
56573,20111230,46.71000,483193
56573,20120131,53.03000,483193
56573,20120229,55.69000,483774
56573,20120330,57.12000,481524
56573,20120430,57.38000,481524
56573,20120531,56.15000,477356
56573,20120629,52.89000,477356
56573,20120731,54.34000,477356
56573,20120831,59.29000,468818
56573,20120928,59.47000,468818
56573,20121031,61.33000,463449
56573,20121130,61.57000,463449
56573,20121231,60.81000,463449
56573,20130131,62.83000,463449
56573,20130228,61.50000,451436
56573,20130328,60.94000,451467
56573,20130430,64.56000,451467
56573,20130531,70.13000,450433
56573,20130628,69.17000,450433
56573,20130731,72.04000,450433
56573,20130830,71.47000,447880
56573,20130930,76.27000,447880
56573,20131031,78.79000,447880
56573,20131129,79.58000,443838
56573,20131231,84.08000,443838
56573,20140131,78.87000,443838
56573,20140228,82.50000,424868
56573,20140331,81.33000,424868
56573,20140430,85.23000,424868
56573,20140530,86.55000,412586
56573,20140630,87.56000,412586
56573,20140731,82.37000,412586
56573,20140829,88.21000,396513
56573,20140930,84.42000,396513
56573,20141031,91.05000,390934
56573,20141128,94.93000,390934
56573,20141231,94.70000,390934
56573,20150130,93.09000,390934
56573,20150227,98.86000,379447
56573,20150331,97.14000,373323
56573,20150430,93.58000,373323
56573,20150529,93.83000,367691
56573,20150630,91.79000,367691
56573,20150731,89.47000,366089
56573,20150831,84.53000,366089
56573,20150930,82.31000,366089
56573,20151030,91.94000,363492
56573,20151130,93.98000,363492
56573,20151231,92.68000,363492
56573,20160129,90.07000,363492
56573,20160229,94.25000,363767
56573,20160331,102.44000,360856
56573,20160429,104.52000,360856
56573,20160531,106.03000,359370
56573,20160630,104.16000,359370
56573,20160729,115.40000,359370
56573,20160831,118.85000,354960
56573,20160930,119.84000,354960
56573,20161031,113.57000,351005
56573,20161130,125.18000,351005
56573,20161230,122.46000,351005
56573,20170131,127.20000,351005
56573,20170228,132.00999,346551
56573,20170331,132.47000,345668
56573,20170428,138.09000,345668
56573,20170531,141.22000,345451
56573,20170630,143.25000,345451
56573,20170731,140.71001,344149
56573,20170831,137.50999,344149
56573,20170929,147.96001,344149
56573,20171031,156.52000,342599
56573,20171130,169.25000,342599
56573,20171229,166.85001,342599
56573,20180131,173.67000,342599
56573,20180228,161.44000,341546
56573,20180329,156.66000,339216
56573,20180430,142.02000,339216
56573,20180531,143.70000,338763
56573,20180629,138.53999,338763
56573,20180731,143.33000,338763
56573,20180831,138.88000,335353
56573,20180928,141.12000,335353
56573,20181031,127.57000,335353
56573,20181130,139.05000,331801
56573,20181231,126.69000,331801
59328,19990129,140.93750,1667000
59328,19990226,119.93750,1667000
59328,19990331,118.87500,1667000
59328,19990430,61.18750,3334000
59328,19990528,54.06250,3334000
59328,19990630,59.50000,3334000
59328,19990730,69.00000,3334000
59328,19990831,82.18750,3334000
59328,19990930,74.31250,3341000
59328,19991029,77.43750,3341000
59328,19991130,76.68750,3341000
59328,19991231,82.31250,3341000
59328,20000131,98.93750,3341000
59328,20000229,113.00000,3341000
59328,20000331,131.93750,3349000
59328,20000428,126.81250,3349000
59328,20000531,124.68750,3349000
59328,20000630,133.68750,3349000
59328,20000731,66.75000,6698000
59328,20000831,74.87500,6698000
59328,20000929,41.56250,6730000
59328,20001031,45.00000,6730000
59328,20001130,38.06250,6730000
59328,20001229,30.06250,6721000
59328,20010131,37.00000,6721000
59328,20010228,28.56250,6718000
59328,20010330,26.31250,6725000
59328,20010430,30.91000,6725000
59328,20010531,27.01000,6725000
59328,20010629,29.25000,6728000
59328,20010731,29.81000,6728000
59328,20010831,27.96000,6728000
59328,20010928,20.44000,6712000
59328,20011031,24.42000,6712000
59328,20011130,32.66000,6712000
59328,20011231,31.45000,6698000
59328,20020131,35.04000,6698000
59328,20020228,28.55000,6703000
59328,20020328,30.41000,6684000
59328,20020430,28.61000,6684000
59328,20020531,27.62000,6684000
59328,20020628,18.27000,6665000
59328,20020731,18.79000,6665000
59328,20020830,16.67000,6665000
59328,20020930,13.89000,6625000
59328,20021031,17.30000,6625000
59328,20021129,20.88000,6625000
59328,20021231,15.57000,6625000
59328,20030131,15.70000,6625000
59328,20030228,17.26000,6544000
59328,20030331,16.28000,6534000
59328,20030430,18.37000,6534000
59328,20030530,20.82000,6534000
59328,20030630,20.81000,6510000
59328,20030731,24.89000,6510000
59328,20030829,28.59000,6510000
59328,20030930,27.52000,6532000
59328,20031031,32.95000,6532000
59328,20031128,33.54000,6532000
59328,20031231,32.05000,6487000
59328,20040130,30.52000,6484000
59328,20040227,29.20000,6477007
59328,20040331,27.20000,6468000
59328,20040430,25.73000,6468000
59328,20040528,28.55000,6468000
59328,20040630,27.60000,6415000
59328,20040730,24.38000,6415000
59328,20040831,21.29000,6415000
59328,20040930,20.06000,6323000
59328,20041029,22.26000,6323000
59328,20041130,22.38000,6323000
59328,20041231,23.39000,6253000
59328,20050131,22.45000,6227000
59328,20050228,23.99000,6180500
59328,20050331,23.23000,6180500
59328,20050429,23.52000,6173000
59328,20050531,26.96000,6173000
59328,20050630,26.02000,6173000
59328,20050729,27.14000,6093000
59328,20050831,25.72000,6093000
59328,20050930,24.65000,6028000
59328,20051031,23.50000,6029000
59328,20051130,26.68000,6029000
59328,20051230,24.96000,5919000
59328,20060131,21.25500,5883000
59328,20060228,20.60000,5816461
59328,20060331,19.46000,5808000
59328,20060428,19.98000,5817000
59328,20060531,18.02000,5817000
59328,20060630,19.00000,5767000
59328,20060731,18.00000,5768000
59328,20060831,19.57000,5768000
59328,20060929,20.57000,5758000
59328,20061031,21.34000,5766000
59328,20061130,21.39500,5766000
59328,20061229,20.25000,5766000
59328,20070131,20.96000,5766000
59328,20070228,19.86000,5781681
59328,20070330,19.13000,5781000
59328,20070430,21.50000,5810000
59328,20070531,22.17990,5810000
59328,20070629,23.73990,5823000
59328,20070731,23.62000,5840000
59328,20070831,25.75000,5840000
59328,20070928,25.86000,5837000
59328,20071031,26.90000,5847000
59328,20071130,26.08000,5847000
59328,20071231,26.66000,5818000
59328,20080131,21.10000,5818000
59328,20080229,19.96990,5788000
59328,20080331,21.18000,5722000
59328,20080430,22.26000,5728000
59328,20080530,23.18000,5728000
59328,20080630,21.48000,5640000
59328,20080731,22.19000,5622000
59328,20080829,22.87000,5622000
59328,20080930,18.73000,5562000
59328,20081031,16.03100,5562000
59328,20081128,13.80000,5562000
59328,20081231,14.66000,5562000
